id,URL,RUN_NAME,STATUS,ISP,RUN_TIME,IP_LOCATION,IP,ISP_SHORT
683,http://desibajao.net,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:34,"India, Karnataka, Bangalore",103.227.96.80,ACT
684,http://gogrumogru.com,FIRST_RUN,BLOCKED,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:36,"India, Karnataka, Bangalore",103.227.96.80,ACT
685,http://bollywood-hits.com/,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:37,"India, Karnataka, Bangalore",103.227.96.80,ACT
686,http://songslover.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:39,"India, Karnataka, Bangalore",103.227.96.80,ACT
687,http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:43,"India, Karnataka, Bangalore",103.227.96.80,ACT
688,http://facebook.com/photo.php?fbid=2460992102663&set=0.314528855253976&type=1,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:48,"India, Karnataka, Bangalore",103.227.96.80,ACT
689,http://facebook.com/photo.php?fbid=2460932541174%set=0.314528855253976&type=1#!photo.php?fbnid=2460904580475&set=0.314528855253976&type=1&permPage=1,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:49,"India, Karnataka, Bangalore",103.227.96.80,ACT
690,http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:55,"India, Karnataka, Bangalore",103.227.96.80,ACT
691,http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.314528855253976&type=1&theater,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:09:59,"India, Karnataka, Bangalore",103.227.96.80,ACT
692,http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.314528855253976&type=1&theater,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:10:04,"India, Karnataka, Bangalore",103.227.96.80,ACT
693,http://tamilcreation.com,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:10:25,"India, Karnataka, Bangalore",103.227.96.80,ACT
694,http://tamilfms.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:10:30,"India, Karnataka, Bangalore",103.227.96.80,ACT
695,http://tamilkuru.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:10:34,"India, Karnataka, Bangalore",103.227.96.80,ACT
696,http://tamilmovierockers.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:10:38,"India, Karnataka, Bangalore",103.227.96.80,ACT
697,http://tamilpeek.com,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:10:59,"India, Karnataka, Bangalore",103.227.96.80,ACT
698,http://tamiltorrents.net,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:00,"India, Karnataka, Bangalore",103.227.96.80,ACT
699,http://tamilvix.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:05,"India, Karnataka, Bangalore",103.227.96.80,ACT
700,http://telugucinemascreen.in,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:08,"India, Karnataka, Bangalore",103.227.96.80,ACT
701,http://telugunagar.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:10,"India, Karnataka, Bangalore",103.227.96.80,ACT
702,http://telugustudio.net,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:13,"India, Karnataka, Bangalore",103.227.96.80,ACT
703,http://telugu-theater.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:16,"India, Karnataka, Bangalore",103.227.96.80,ACT
704,http://teluguwala.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:19,"India, Karnataka, Bangalore",103.227.96.80,ACT
705,http://thepiratebay.ee,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 21:11:19,"India, Karnataka, Bangalore",103.227.96.80,ACT
706,http://thiruttuvcd.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:06,"India, Karnataka, Bangalore",103.227.96.80,ACT
707,http://thisiscom,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:07,"India, Karnataka, Bangalore",103.227.96.80,ACT
708,http://tollytorrents.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:11,"India, Karnataka, Bangalore",103.227.96.80,ACT
709,http://tollywoodandhra.in,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:14,"India, Karnataka, Bangalore",103.227.96.80,ACT
710,http://tollyzone.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:16,"India, Karnataka, Bangalore",103.227.96.80,ACT
711,http://torrent.cd,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:19,"India, Karnataka, Bangalore",103.227.96.80,ACT
712,http://torrentbit.net,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:25,"India, Karnataka, Bangalore",103.227.96.80,ACT
713,http://torrentcrazy.com,FIRST_RUN,,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:27,"India, Karnataka, Bangalore",103.227.96.80,ACT
714,http://torrentdownloads.net,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:34,"India, Karnataka, Bangalore",103.227.96.80,ACT
715,http://torrentdownloads.ws,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:39,"India, Karnataka, Bangalore",103.227.96.80,ACT
716,http://torrentmatrix.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:19:51,"India, Karnataka, Bangalore",103.227.96.80,ACT
717,http://torrentmonkeys.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:02,"India, Karnataka, Bangalore",103.227.96.80,ACT
718,http://torrentr.eu,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:08,"India, Karnataka, Bangalore",103.227.96.80,ACT
719,http://123tamilforum.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:13,"India, Karnataka, Bangalore",103.227.96.80,ACT
720,http://180upload.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:20,"India, Karnataka, Bangalore",103.227.96.80,ACT
721,http://3gpmovieswap.com,FIRST_RUN,"UNREACHABLE, RequestException",Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:22,"India, Karnataka, Bangalore",103.227.96.80,ACT
722,http://3gptamilmoviez.blogspot.in,FIRST_RUN,,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:23,"India, Karnataka, Bangalore",103.227.96.80,ACT
723,http://adakoo.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:25,"India, Karnataka, Bangalore",103.227.96.80,ACT
724,http://amonshare.com,FIRST_RUN,CANT DECIDE,Atria Convergence Technologies Pvt. Ltd.,2015-01-02 22:20:28,"India, Karnataka, Bangalore",103.227.96.80,ACT
